Accession,Release_Date,Species,Length,Nuc_Completeness,Geo_Location,U.S._State,Host,Isolation_Source,Collection_Date
MT252689,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29809,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252690,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252691,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252692,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29499,partial,USA: WA,WA,Homo sapiens,,2020-03-11
MT252693,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29748,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252694,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252695,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252696,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252697,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252698,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252699,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252700,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29788,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252701,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29705,complete,USA: WA,WA,Homo sapiens,,2020-03-12
MT252702,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29911,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252703,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252704,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29785,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252705,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29788,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252706,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252707,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252708,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29788,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252709,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29756,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252710,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252711,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29668,partial,USA: WA,WA,Homo sapiens,,2020-03-14
MT252712,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252713,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,complete,USA: WA,WA,Homo sapiens,,2020-03-15
MT252715,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252716,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252717,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252719,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: WA,WA,Homo sapiens,,2020-03-15
MT252721,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29762,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252723,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252725,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252726,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,complete,USA: WA,WA,Homo sapiens,,2020-03-12
MT252728,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252729,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252730,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29673,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252733,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252734,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29725,partial,USA: WA,WA,Homo sapiens,,2020-03-14
MT252735,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252736,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252737,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29744,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252738,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,complete,USA: WA,WA,Homo sapiens,,2020-03-15
MT252739,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,complete,USA: WA,WA,Homo sapiens,,2020-03-15
MT252740,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252741,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,complete,USA: WA,WA,Homo sapiens,,2020-03-12
MT252742,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,complete,USA: WA,WA,Homo sapiens,,2020-03-12
MT252745,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,complete,USA: WA,WA,Homo sapiens,,2020-03-12
MT252746,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,WA,Homo sapiens,,2020-03-12
MT252747,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,complete,USA: WA,WA,Homo sapiens,,2020-03-12
MT252748,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29907,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252749,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252756,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252757,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252758,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252761,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,complete,USA: WA,WA,Homo sapiens,,2020-03-12
MT252763,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29879,complete,USA: WA,WA,Homo sapiens,,2020-03-12
MT252764,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29879,complete,USA: WA,WA,Homo sapiens,,2020-03-12
MT252765,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29752,partial,USA: WA,WA,Homo sapiens,,2020-03-10
MT252766,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29705,partial,USA: WA,WA,Homo sapiens,,2020-03-11
MT252767,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252768,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29785,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252769,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252770,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252771,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29543,partial,USA: WA,WA,Homo sapiens,,2020-03-11
MT252772,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252773,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29679,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252774,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252775,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252778,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252779,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252780,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252781,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252782,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252783,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252784,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29910,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252785,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252787,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29706,complete,USA: WA,WA,Homo sapiens,,2020-03-09
MT252788,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,complete,USA: WA,WA,Homo sapiens,,2020-03-09
MT252792,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252793,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,complete,USA: WA,WA,Homo sapiens,,2020-03-09
MT252794,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252795,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252797,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29904,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252798,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252799,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,complete,USA: WA,WA,Homo sapiens,,2020-03-09
MT252800,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252801,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29698,complete,USA: WA,WA,Homo sapiens,,2020-03-05
MT252802,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,complete,USA: WA,WA,Homo sapiens,,2020-03-08
MT252803,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29765,complete,USA: WA,WA,Homo sapiens,,2020-03-09
MT252804,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,Homo sapiens,,2020-03-08
MT252805,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,complete,USA: WA,WA,Homo sapiens,,2020-03-08
MT252806,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,Homo sapiens,,2020-03-09
MT252807,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,Homo sapiens,,2020-03-09
MT252808,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,partial,USA: WA,WA,Homo sapiens,,2020-03-09
MT252809,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29615,complete,USA: WA,WA,Homo sapiens,,2020-03-09
MT252810,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,complete,USA: WA,WA,Homo sapiens,,2020-03-08
MT252811,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29629,complete,USA: WA,WA,Homo sapiens,,2020-03-08
MT252821,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29594,partial,USA: WA,WA,Homo sapiens,,2020-03-07
MT252822,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29755,complete,USA: WA,WA,Homo sapiens,,2020-03-06
MT252823,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,complete,USA: WA,WA,Homo sapiens,,2020-03-07
MT252824,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,partial,USA: WA,WA,Homo sapiens,,2020-03-06
MT339043,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,complete,USA: VA,VA,Homo sapiens,,2020-03
MT365033,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,complete,USA: New York,NY,Panthera tigris jacksoni,"oronasopharynx, oronasopharynx",2020-04-02
MT374101,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29521,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-02-04
MT374102,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-05
MT374103,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,complete,Taiwan,,Homo sapiens,"lung, oronasopharynx",2020-03-09
MT374104,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-10
MT374105,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-13
MT374106,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-13
MT374107,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-14
MT374108,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-14
MT374109,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-17
MT374110,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-17
MT374111,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-17
MT374112,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-16
MT374113,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-17
MT374114,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-18
MT374115,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,complete,Taiwan,,Homo sapiens,"lung, oronasopharynx",2020-03-18
MT374116,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-03-18
MT375428,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29734,complete,USA: WA,WA,Homo sapiens,,2020-03-29
MT375429,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29733,complete,USA: ID,ID,Homo sapiens,,2020-03-29
MT375430,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,complete,USA: WA,WA,Homo sapiens,,2020-03-31
MT375431,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,complete,USA: ID,ID,Homo sapiens,,2020-03-29
MT375432,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,complete,USA: WA,WA,Homo sapiens,,2020-03-30
MT375433,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,complete,USA: WA,WA,Homo sapiens,,2020-03-30
MT375434,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,USA: WA,WA,Homo sapiens,,2020-03-31
MT375435,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29706,complete,USA: WA,WA,Homo sapiens,,2020-03-31
MT375436,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,complete,USA: WA,WA,Homo sapiens,,2020-03-31
MT375437,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,complete,USA: WA,WA,Homo sapiens,,2020-03-31
MT375438,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,USA: WA,WA,Homo sapiens,,2020-03-31
MT375439,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,partial,USA: ID,ID,Homo sapiens,,2020-03-30
MT375440,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,complete,USA: WA,WA,Homo sapiens,,2020-03-31
MT375441,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,complete,USA: WA,WA,Homo sapiens,,2020-03-26
MT375442,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,complete,USA: WA,WA,Homo sapiens,,2020-03-26
MT375443,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,complete,USA: WA,WA,Homo sapiens,,2020-03-26
MT375444,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29732,complete,USA: WA,WA,Homo sapiens,,2020-03-29
MT375445,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,WA,Homo sapiens,,2020-03-29
MT375446,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,complete,USA: WA,WA,Homo sapiens,,2020-03-28
MT375447,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,complete,USA: WA,WA,Homo sapiens,,2020-03-25
MT375448,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,WA,Homo sapiens,,2020-03-27
MT375449,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,complete,USA: WA,WA,Homo sapiens,,2020-03-28
MT375450,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,complete,USA: WA,WA,Homo sapiens,,2020-03-28
MT375451,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,complete,USA: WA,WA,Homo sapiens,,2020-03-27
MT375452,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,USA: WA,WA,Homo sapiens,,2020-03-28
MT375453,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,complete,USA: WA,WA,Homo sapiens,,2020-03-27
MT375454,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,complete,USA: WA,WA,Homo sapiens,,2020-03-27
MT375455,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: WA,WA,Homo sapiens,,2020-03-28
MT375456,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,complete,USA: WA,WA,Homo sapiens,,2020-03-27
MT375457,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29788,complete,USA,,Homo sapiens,,2020-04-06
MT375458,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,complete,USA: WA,WA,Homo sapiens,,2020-04-06
MT375459,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,complete,USA: WA,WA,Homo sapiens,,2020-04-05
MT375460,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,complete,USA: WA,WA,Homo sapiens,,2020-04-06
MT375461,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29880,complete,USA: WA,WA,Homo sapiens,,2020-04-06
MT375462,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29643,complete,USA: WA,WA,Homo sapiens,,2020-04-06
MT375463,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29876,complete,USA: WA,WA,Homo sapiens,,2020-04-07
MT375464,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29485,partial,USA: WA,WA,Homo sapiens,,2020-04-08
MT375465,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,complete,USA: WA,WA,Homo sapiens,,2020-04-07
MT375466,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,complete,USA: WA,WA,Homo sapiens,,2020-04-07
MT375467,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29729,complete,USA: WA,WA,Homo sapiens,,2020-04-07
MT375468,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,complete,USA: WA,WA,Homo sapiens,,2020-04-07
MT375469,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29646,complete,USA: CT,CT,Homo sapiens,,2020-04-07
MT375470,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: CT,CT,Homo sapiens,,2020-04-06
MT375471,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29653,complete,USA: CT,CT,Homo sapiens,,2020-04-06
MT375472,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,complete,USA,,Homo sapiens,,2020-04-08
MT375473,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29601,partial,USA: WA,WA,Homo sapiens,,2020-04-08
MT375474,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,complete,USA: CT,CT,Homo sapiens,,2020-04-06
MT375475,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29499,partial,USA: WA,WA,Homo sapiens,,2020-04-08
MT375476,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29784,complete,USA: WA,WA,Homo sapiens,,2020-04-02
MT375477,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29765,complete,USA: WA,WA,Homo sapiens,,2020-04-02
MT375478,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,WA,Homo sapiens,,2020-04-02
MT375479,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,partial,USA: WA,WA,Homo sapiens,,2020-04-02
MT375480,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,complete,USA: WA,WA,Homo sapiens,,2020-04-02
MT375481,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,complete,USA: WA,WA,Homo sapiens,,2020-04-02
MT375482,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29880,complete,USA: WA,WA,Homo sapiens,,2020-04-02
MT375483,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA,,Homo sapiens,,2020-04-02
MT370516,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-02-26
MT370517,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,partial,Taiwan,,Homo sapiens,oronasopharynx,2020-02-27
MT370518,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,complete,Taiwan,,Homo sapiens,oronasopharynx,2020-02-27
MT370831,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29716,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370832,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29717,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370833,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370834,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370835,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370836,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370837,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370838,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370839,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-14
MT370840,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29719,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370841,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370842,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29716,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-04
